year,month,date,series,value
1980,12,1980-12-01,Paper And Forest Products Closing Quotations,2221.25
1980,12,1980-12-01,Merchandising Closing Quotations,1540.5
1980,12,1980-12-01,Financial Services Closing Quotations,1530.81
1980,12,1980-12-01,Gold And Silver Closing Quotations,4654.73
1981,1,1981-01-01,Oil And Gas Closing Quotations,4467.47
1981,1,1981-01-01,Metals And Minerals Closing Quotations,2172.5
1981,1,1981-01-01,Utilities Closing Quotations,1488
1981,1,1981-01-01,Paper And Forest Products Closing Quotations,2142.97
1981,1,1981-01-01,Merchandising Closing Quotations,1615.74
1981,1,1981-01-01,Financial Services Closing Quotations,1513.07
1981,1,1981-01-01,Gold And Silver Closing Quotations,4055.91
1981,2,1981-02-01,Oil And Gas Closing Quotations,4276.14
1981,2,1981-02-01,Metals And Minerals Closing Quotations,2120.54
1981,2,1981-02-01,Utilities Closing Quotations,1486.99
1981,2,1981-02-01,Paper And Forest Products Closing Quotations,2284.73
1981,2,1981-02-01,Merchandising Closing Quotations,1597.15
1981,2,1981-02-01,Financial Services Closing Quotations,1500.05
1981,2,1981-02-01,Gold And Silver Closing Quotations,3796.43
1981,3,1981-03-01,Oil And Gas Closing Quotations,4411.93
1981,3,1981-03-01,Metals And Minerals Closing Quotations,2372.84
1981,3,1981-03-01,Utilities Closing Quotations,1506.16
1981,3,1981-03-01,Paper And Forest Products Closing Quotations,2763.5
1981,3,1981-03-01,Merchandising Closing Quotations,1698.6
1981,3,1981-03-01,Financial Services Closing Quotations,1556.6
1981,3,1981-03-01,Gold And Silver Closing Quotations,4287.7
1981,4,1981-04-01,Oil And Gas Closing Quotations,4434.29
1981,4,1981-04-01,Metals And Minerals Closing Quotations,2294.57
1981,4,1981-04-01,Utilities Closing Quotations,1486.07
1981,4,1981-04-01,Paper And Forest Products Closing Quotations,2621.69
1981,4,1981-04-01,Merchandising Closing Quotations,1737.96
1981,4,1981-04-01,Financial Services Closing Quotations,1489.87
1981,4,1981-04-01,Gold And Silver Closing Quotations,4310.51
1981,5,1981-05-01,Oil And Gas Closing Quotations,4961.95
1981,5,1981-05-01,Metals And Minerals Closing Quotations,2350.95
1981,5,1981-05-01,Utilities Closing Quotations,1497.17
1981,5,1981-05-01,Paper And Forest Products Closing Quotations,2652.89
1981,5,1981-05-01,Merchandising Closing Quotations,1741.29
1981,5,1981-05-01,Financial Services Closing Quotations,1445.8
1981,5,1981-05-01,Gold And Silver Closing Quotations,4449.19
1981,6,1981-06-01,Oil And Gas Closing Quotations,5140
1981,6,1981-06-01,Metals And Minerals Closing Quotations,2358.95
1981,6,1981-06-01,Utilities Closing Quotations,1472.08
1981,6,1981-06-01,Paper And Forest Products Closing Quotations,2498.55
1981,6,1981-06-01,Merchandising Closing Quotations,1709.66
1981,6,1981-06-01,Financial Services Closing Quotations,1393.91
1981,6,1981-06-01,Gold And Silver Closing Quotations,3573.38
1981,7,1981-07-01,Oil And Gas Closing Quotations,4825
1981,7,1981-07-01,Metals And Minerals Closing Quotations,2291.56
1981,7,1981-07-01,Utilities Closing Quotations,1413.13
1981,7,1981-07-01,Paper And Forest Products Closing Quotations,2403.74
1981,7,1981-07-01,Merchandising Closing Quotations,1582.11
1981,7,1981-07-01,Financial Services Closing Quotations,1334.41
1981,7,1981-07-01,Gold And Silver Closing Quotations,3819.08
1981,8,1981-08-01,Oil And Gas Closing Quotations,4797.42
1981,8,1981-08-01,Metals And Minerals Closing Quotations,2133.04
1981,8,1981-08-01,Utilities Closing Quotations,1375.73
1981,8,1981-08-01,Paper And Forest Products Closing Quotations,2157.02
1981,8,1981-08-01,Merchandising Closing Quotations,1530.51
1981,8,1981-08-01,Financial Services Closing Quotations,1315.75
1981,8,1981-08-01,Gold And Silver Closing Quotations,4100.59
1981,9,1981-09-01,Oil And Gas Closing Quotations,3580.71
1981,9,1981-09-01,Metals And Minerals Closing Quotations,1901.79
1981,9,1981-09-01,Utilities Closing Quotations,1284.06
1981,9,1981-09-01,Paper And Forest Products Closing Quotations,1823.09
1981,9,1981-09-01,Merchandising Closing Quotations,1380.89
1981,9,1981-09-01,Financial Services Closing Quotations,1249.42
1981,9,1981-09-01,Gold And Silver Closing Quotations,3423.59
1981,10,1981-10-01,Oil And Gas Closing Quotations,3582.61
1981,10,1981-10-01,Metals And Minerals Closing Quotations,1659.33
1981,10,1981-10-01,Utilities Closing Quotations,1336.76
1981,10,1981-10-01,Paper And Forest Products Closing Quotations,1618.64
1981,10,1981-10-01,Merchandising Closing Quotations,1425.45
1981,10,1981-10-01,Financial Services Closing Quotations,1283.9
1981,10,1981-10-01,Gold And Silver Closing Quotations,3179.88
1981,11,1981-11-01,Oil And Gas Closing Quotations,3977.12
1981,11,1981-11-01,Metals And Minerals Closing Quotations,1926.59
1981,11,1981-11-01,Utilities Closing Quotations,1456.73
1981,11,1981-11-01,Paper And Forest Products Closing Quotations,1754.65
1981,11,1981-11-01,Merchandising Closing Quotations,1461.88
1981,11,1981-11-01,Financial Services Closing Quotations,1359.71
1981,11,1981-11-01,Gold And Silver Closing Quotations,3201.54
1981,12,1981-12-01,Oil And Gas Closing Quotations,3697.16
1981,12,1981-12-01,Metals And Minerals Closing Quotations,1839.62
1981,12,1981-12-01,Utilities Closing Quotations,1427.3
1981,12,1981-12-01,Paper And Forest Products Closing Quotations,1760.63
1981,12,1981-12-01,Merchandising Closing Quotations,1450.51
1981,12,1981-12-01,Financial Services Closing Quotations,1337.26
1981,12,1981-12-01,Gold And Silver Closing Quotations,2877.06
1982,1,1982-01-01,Oil And Gas Closing Quotations,3226.36
1982,1,1982-01-01,Metals And Minerals Closing Quotations,1682.18
1982,1,1982-01-01,Utilities Closing Quotations,1358.27
1982,1,1982-01-01,Paper And Forest Products Closing Quotations,1625.1
1982,1,1982-01-01,Merchandising Closing Quotations,1387.15
1982,1,1982-01-01,Financial Services Closing Quotations,1233.99
1982,1,1982-01-01,Gold And Silver Closing Quotations,2558.85
1982,2,1982-02-01,Oil And Gas Closing Quotations,2801.64
1982,2,1982-02-01,Metals And Minerals Closing Quotations,1612.22
1982,2,1982-02-01,Utilities Closing Quotations,1350.64
1982,2,1982-02-01,Paper And Forest Products Closing Quotations,1476.84
1982,2,1982-02-01,Merchandising Closing Quotations,1364.04
1982,2,1982-02-01,Financial Services Closing Quotations,1187.25
1982,2,1982-02-01,Gold And Silver Closing Quotations,2454.27
1982,3,1982-03-01,Oil And Gas Closing Quotations,2573.86
1982,3,1982-03-01,Metals And Minerals Closing Quotations,1463.34
1982,3,1982-03-01,Utilities Closing Quotations,1402.48
1982,3,1982-03-01,Paper And Forest Products Closing Quotations,1395.76
1982,3,1982-03-01,Merchandising Closing Quotations,1385.61
1982,3,1982-03-01,Financial Services Closing Quotations,1176.78
1982,3,1982-03-01,Gold And Silver Closing Quotations,2198.68
1982,4,1982-04-01,Oil And Gas Closing Quotations,2669.28
1982,4,1982-04-01,Metals And Minerals Closing Quotations,1395.04
1982,4,1982-04-01,Utilities Closing Quotations,1458.33
1982,4,1982-04-01,Paper And Forest Products Closing Quotations,1349.8
1982,4,1982-04-01,Merchandising Closing Quotations,1367.05
1982,4,1982-04-01,Financial Services Closing Quotations,1087.3
1982,4,1982-04-01,Gold And Silver Closing Quotations,2116.51
1982,5,1982-05-01,Oil And Gas Closing Quotations,2781.28
1982,5,1982-05-01,Metals And Minerals Closing Quotations,1334.12
1982,5,1982-05-01,Utilities Closing Quotations,1472.74
1982,5,1982-05-01,Paper And Forest Products Closing Quotations,1294.3
1982,5,1982-05-01,Merchandising Closing Quotations,1307.1
1982,5,1982-05-01,Financial Services Closing Quotations,1047.79
1982,5,1982-05-01,Gold And Silver Closing Quotations,1933.73
1982,6,1982-06-01,Oil And Gas Closing Quotations,2383.33
1982,6,1982-06-01,Metals And Minerals Closing Quotations,1206.7
1982,6,1982-06-01,Utilities Closing Quotations,1310.53
1982,6,1982-06-01,Paper And Forest Products Closing Quotations,1176.36
1982,6,1982-06-01,Merchandising Closing Quotations,1157.6
1982,6,1982-06-01,Financial Services Closing Quotations,947.26
1982,6,1982-06-01,Gold And Silver Closing Quotations,1607.95
1982,7,1982-07-01,Oil And Gas Closing Quotations,2390.86
1982,7,1982-07-01,Metals And Minerals Closing Quotations,1309.76
1982,7,1982-07-01,Utilities Closing Quotations,1285.92
1982,7,1982-07-01,Paper And Forest Products Closing Quotations,1228.74
1982,7,1982-07-01,Merchandising Closing Quotations,1215.83
1982,7,1982-07-01,Financial Services Closing Quotations,1006.88
1982,7,1982-07-01,Gold And Silver Closing Quotations,1678.71
1982,8,1982-08-01,Oil And Gas Closing Quotations,2762.99
1982,8,1982-08-01,Metals And Minerals Closing Quotations,1500.83
1982,8,1982-08-01,Utilities Closing Quotations,1399.06
1982,8,1982-08-01,Paper And Forest Products Closing Quotations,1399.94
1982,8,1982-08-01,Merchandising Closing Quotations,1334.06
1982,8,1982-08-01,Financial Services Closing Quotations,1179.95
1982,8,1982-08-01,Gold And Silver Closing Quotations,2344.89
1982,9,1982-09-01,Oil And Gas Closing Quotations,2740.92
1982,9,1982-09-01,Metals And Minerals Closing Quotations,1430.02
1982,9,1982-09-01,Utilities Closing Quotations,1430.13
1982,9,1982-09-01,Paper And Forest Products Closing Quotations,1355.16
1982,9,1982-09-01,Merchandising Closing Quotations,1442.39
1982,9,1982-09-01,Financial Services Closing Quotations,1127.54
1982,9,1982-09-01,Gold And Silver Closing Quotations,2555.92
1982,10,1982-10-01,Oil And Gas Closing Quotations,2939.28
1982,10,1982-10-01,Metals And Minerals Closing Quotations,1601.13
1982,10,1982-10-01,Utilities Closing Quotations,1574.77
1982,10,1982-10-01,Paper And Forest Products Closing Quotations,1382.88
1982,10,1982-10-01,Merchandising Closing Quotations,1615.85
1982,10,1982-10-01,Financial Services Closing Quotations,1295.1
1982,10,1982-10-01,Gold And Silver Closing Quotations,2754.68
1982,11,1982-11-01,Oil And Gas Closing Quotations,2800.57
1982,11,1982-11-01,Metals And Minerals Closing Quotations,1585.62
1982,11,1982-11-01,Utilities Closing Quotations,1668.09
1982,11,1982-11-01,Paper And Forest Products Closing Quotations,1385.46
1982,11,1982-11-01,Merchandising Closing Quotations,1621.42
1982,11,1982-11-01,Financial Services Closing Quotations,1420.8
1982,11,1982-11-01,Gold And Silver Closing Quotations,3212.94
1982,12,1982-12-01,Oil And Gas Closing Quotations,2683.26
1982,12,1982-12-01,Metals And Minerals Closing Quotations,1857.27
1982,12,1982-12-01,Utilities Closing Quotations,1802.53
1982,12,1982-12-01,Paper And Forest Products Closing Quotations,1496.16
1982,12,1982-12-01,Merchandising Closing Quotations,1694.62
1982,12,1982-12-01,Financial Services Closing Quotations,1527.21
1982,12,1982-12-01,Gold And Silver Closing Quotations,4217.62
1983,1,1983-01-01,Oil And Gas Closing Quotations,2774.79
1983,1,1983-01-01,Metals And Minerals Closing Quotations,2026.09
1983,1,1983-01-01,Utilities Closing Quotations,1681.68
1983,1,1983-01-01,Paper And Forest Products Closing Quotations,1705.99
1983,1,1983-01-01,Merchandising Closing Quotations,1783.81
1983,1,1983-01-01,Financial Services Closing Quotations,1463.08
1983,1,1983-01-01,Gold And Silver Closing Quotations,5247.37
1983,2,1983-02-01,Oil And Gas Closing Quotations,2650.86
1983,2,1983-02-01,Metals And Minerals Closing Quotations,2026.66
1983,2,1983-02-01,Utilities Closing Quotations,1828.55
1983,2,1983-02-01,Paper And Forest Products Closing Quotations,1811.78
1983,2,1983-02-01,Merchandising Closing Quotations,1866.67
1983,2,1983-02-01,Financial Services Closing Quotations,1603.81
1983,2,1983-02-01,Gold And Silver Closing Quotations,3833.17
1983,3,1983-03-01,Oil And Gas Closing Quotations,2770.77
1983,3,1983-03-01,Metals And Minerals Closing Quotations,2046.77
1983,3,1983-03-01,Utilities Closing Quotations,1851.26
1983,3,1983-03-01,Paper And Forest Products Closing Quotations,1860.47
1983,3,1983-03-01,Merchandising Closing Quotations,1954.28
1983,3,1983-03-01,Financial Services Closing Quotations,1766.64
1983,3,1983-03-01,Gold And Silver Closing Quotations,3989.27
1983,4,1983-04-01,Oil And Gas Closing Quotations,3125.63
1983,4,1983-04-01,Metals And Minerals Closing Quotations,2141.52
1983,4,1983-04-01,Utilities Closing Quotations,2018.34
1983,4,1983-04-01,Paper And Forest Products Closing Quotations,1948
1983,4,1983-04-01,Merchandising Closing Quotations,2106.45
1983,4,1983-04-01,Financial Services Closing Quotations,1903.94
1983,4,1983-04-01,Gold And Silver Closing Quotations,4346.37
1983,5,1983-05-01,Oil And Gas Closing Quotations,3458.74
1983,5,1983-05-01,Metals And Minerals Closing Quotations,2343.98
1983,5,1983-05-01,Utilities Closing Quotations,1940.16
1983,5,1983-05-01,Paper And Forest Products Closing Quotations,2157.97
1983,5,1983-05-01,Merchandising Closing Quotations,2126.07
1983,5,1983-05-01,Financial Services Closing Quotations,1894.7
1983,5,1983-05-01,Gold And Silver Closing Quotations,4897.19
1983,6,1983-06-01,Oil And Gas Closing Quotations,3695.2
1983,6,1983-06-01,Metals And Minerals Closing Quotations,2295.71
1983,6,1983-06-01,Utilities Closing Quotations,1889.51
1983,6,1983-06-01,Paper And Forest Products Closing Quotations,2110.29
1983,6,1983-06-01,Merchandising Closing Quotations,2126.22
1983,6,1983-06-01,Financial Services Closing Quotations,1817.56
1983,6,1983-06-01,Gold And Silver Closing Quotations,4550.09
1983,7,1983-07-01,Oil And Gas Closing Quotations,3830.87
1983,7,1983-07-01,Metals And Minerals Closing Quotations,2492.5
1983,7,1983-07-01,Utilities Closing Quotations,1882.68
1983,7,1983-07-01,Paper And Forest Products Closing Quotations,2010.85
1983,7,1983-07-01,Merchandising Closing Quotations,2149.75
1983,7,1983-07-01,Financial Services Closing Quotations,1819.62
1983,7,1983-07-01,Gold And Silver Closing Quotations,4708.21
1983,8,1983-08-01,Oil And Gas Closing Quotations,3755.66
1983,8,1983-08-01,Metals And Minerals Closing Quotations,2593.42
1983,8,1983-08-01,Utilities Closing Quotations,2024.77
1983,8,1983-08-01,Paper And Forest Products Closing Quotations,2017.61
1983,8,1983-08-01,Merchandising Closing Quotations,2119.4
1983,8,1983-08-01,Financial Services Closing Quotations,1754.93
1983,8,1983-08-01,Gold And Silver Closing Quotations,4901.77
1983,9,1983-09-01,Oil And Gas Closing Quotations,3710.82
1983,9,1983-09-01,Metals And Minerals Closing Quotations,2465.88
1983,9,1983-09-01,Utilities Closing Quotations,2064.98
1983,9,1983-09-01,Paper And Forest Products Closing Quotations,2060.94
1983,9,1983-09-01,Merchandising Closing Quotations,2174.89
1983,9,1983-09-01,Financial Services Closing Quotations,1818.96
1983,9,1983-09-01,Gold And Silver Closing Quotations,4044.99
1983,10,1983-10-01,Oil And Gas Closing Quotations,3263.18
1983,10,1983-10-01,Metals And Minerals Closing Quotations,2217.28
1983,10,1983-10-01,Utilities Closing Quotations,2092.44
1983,10,1983-10-01,Paper And Forest Products Closing Quotations,1965.79
1983,10,1983-10-01,Merchandising Closing Quotations,2146.48
1983,10,1983-10-01,Financial Services Closing Quotations,1747.94
1983,10,1983-10-01,Gold And Silver Closing Quotations,3487.26
1983,11,1983-11-01,Oil And Gas Closing Quotations,3486.37
1983,11,1983-11-01,Metals And Minerals Closing Quotations,2511.63
1983,11,1983-11-01,Utilities Closing Quotations,2270.41
1983,11,1983-11-01,Paper And Forest Products Closing Quotations,2145.51
1983,11,1983-11-01,Merchandising Closing Quotations,2274.37
1983,11,1983-11-01,Financial Services Closing Quotations,1781.82
1983,11,1983-11-01,Gold And Silver Closing Quotations,4148.45
1983,12,1983-12-01,Oil And Gas Closing Quotations,3468.62
1983,12,1983-12-01,Metals And Minerals Closing Quotations,2491.77
1983,12,1983-12-01,Utilities Closing Quotations,2299.8
1983,12,1983-12-01,Paper And Forest Products Closing Quotations,2199.33
1983,12,1983-12-01,Merchandising Closing Quotations,2368.56
1983,12,1983-12-01,Financial Services Closing Quotations,1818.44
1983,12,1983-12-01,Gold And Silver Closing Quotations,4161.43
1984,1,1984-01-01,Oil And Gas Closing Quotations,3342.33
1984,1,1984-01-01,Metals And Minerals Closing Quotations,2283.43
1984,1,1984-01-01,Utilities Closing Quotations,2203.47
1984,1,1984-01-01,Paper And Forest Products Closing Quotations,2319.13
1984,1,1984-01-01,Merchandising Closing Quotations,2221.24
1984,1,1984-01-01,Financial Services Closing Quotations,1815.23
1984,1,1984-01-01,Gold And Silver Closing Quotations,3993.88
1984,2,1984-02-01,Oil And Gas Closing Quotations,3439.24
1984,2,1984-02-01,Metals And Minerals Closing Quotations,2214.48
1984,2,1984-02-01,Utilities Closing Quotations,2181.68
1984,2,1984-02-01,Paper And Forest Products Closing Quotations,2202.3
1984,2,1984-02-01,Merchandising Closing Quotations,2119.52
1984,2,1984-02-01,Financial Services Closing Quotations,1755.03
1984,2,1984-02-01,Gold And Silver Closing Quotations,4565.22
1984,3,1984-03-01,Oil And Gas Closing Quotations,3450.8
1984,3,1984-03-01,Metals And Minerals Closing Quotations,2326.33
1984,3,1984-03-01,Utilities Closing Quotations,2081.38
1984,3,1984-03-01,Paper And Forest Products Closing Quotations,2243.04
1984,3,1984-03-01,Merchandising Closing Quotations,2150.7
1984,3,1984-03-01,Financial Services Closing Quotations,1590.46
1984,3,1984-03-01,Gold And Silver Closing Quotations,4659.51
1984,4,1984-04-01,Oil And Gas Closing Quotations,3487.7
1984,4,1984-04-01,Metals And Minerals Closing Quotations,2085.24
1984,4,1984-04-01,Utilities Closing Quotations,2120.83
1984,4,1984-04-01,Paper And Forest Products Closing Quotations,2247.27
1984,4,1984-04-01,Merchandising Closing Quotations,2083.56
1984,4,1984-04-01,Financial Services Closing Quotations,1572.55
1984,4,1984-04-01,Gold And Silver Closing Quotations,4213.45
1984,5,1984-05-01,Oil And Gas Closing Quotations,3315.98
1984,5,1984-05-01,Metals And Minerals Closing Quotations,1956.89
1984,5,1984-05-01,Utilities Closing Quotations,2058.65
1984,5,1984-05-01,Paper And Forest Products Closing Quotations,1987.33
1984,5,1984-05-01,Merchandising Closing Quotations,2011.06
1984,5,1984-05-01,Financial Services Closing Quotations,1517.08
1984,5,1984-05-01,Gold And Silver Closing Quotations,4132.12
1984,6,1984-06-01,Oil And Gas Closing Quotations,3201.56
1984,6,1984-06-01,Metals And Minerals Closing Quotations,1862.4
1984,6,1984-06-01,Utilities Closing Quotations,2120.54
1984,6,1984-06-01,Paper And Forest Products Closing Quotations,1945.33
1984,6,1984-06-01,Merchandising Closing Quotations,1972.78
1984,6,1984-06-01,Financial Services Closing Quotations,1474.39
1984,6,1984-06-01,Gold And Silver Closing Quotations,3909.52
1984,7,1984-07-01,Oil And Gas Closing Quotations,2853.66
1984,7,1984-07-01,Metals And Minerals Closing Quotations,1714.24
1984,7,1984-07-01,Utilities Closing Quotations,2218.11
1984,7,1984-07-01,Paper And Forest Products Closing Quotations,1856.45
1984,7,1984-07-01,Merchandising Closing Quotations,1954.45
1984,7,1984-07-01,Financial Services Closing Quotations,1474.87
1984,7,1984-07-01,Gold And Silver Closing Quotations,3050.14
1984,8,1984-08-01,Oil And Gas Closing Quotations,3407
1984,8,1984-08-01,Metals And Minerals Closing Quotations,2019.36
1984,8,1984-08-01,Utilities Closing Quotations,2283.07
1984,8,1984-08-01,Paper And Forest Products Closing Quotations,2025.51
1984,8,1984-08-01,Merchandising Closing Quotations,2104.99
1984,8,1984-08-01,Financial Services Closing Quotations,1591.92
1984,8,1984-08-01,Gold And Silver Closing Quotations,3527.58
1984,9,1984-09-01,Oil And Gas Closing Quotations,3521.09
1984,9,1984-09-01,Metals And Minerals Closing Quotations,1989
1984,9,1984-09-01,Utilities Closing Quotations,2204.63
1984,9,1984-09-01,Paper And Forest Products Closing Quotations,1966.56
1984,9,1984-09-01,Merchandising Closing Quotations,2100.15
1984,9,1984-09-01,Financial Services Closing Quotations,1617.62
1984,9,1984-09-01,Gold And Silver Closing Quotations,3693.84
1984,10,1984-10-01,Oil And Gas Closing Quotations,3188.5
1984,10,1984-10-01,Metals And Minerals Closing Quotations,1926.38
1984,10,1984-10-01,Utilities Closing Quotations,2302.69
1984,10,1984-10-01,Paper And Forest Products Closing Quotations,1998.11
1984,10,1984-10-01,Merchandising Closing Quotations,2098.72
1984,10,1984-10-01,Financial Services Closing Quotations,1628.8
1984,10,1984-10-01,Gold And Silver Closing Quotations,3450.97
1984,11,1984-11-01,Oil And Gas Closing Quotations,3094.47
1984,11,1984-11-01,Metals And Minerals Closing Quotations,1872.96
1984,11,1984-11-01,Utilities Closing Quotations,2408.38
1984,11,1984-11-01,Paper And Forest Products Closing Quotations,1984.48
1984,11,1984-11-01,Merchandising Closing Quotations,2033.41
1984,11,1984-11-01,Financial Services Closing Quotations,1680.81
1984,11,1984-11-01,Gold And Silver Closing Quotations,3374.5
1984,12,1984-12-01,Oil And Gas Closing Quotations,2989.95
1984,12,1984-12-01,Metals And Minerals Closing Quotations,1931.97
1984,12,1984-12-01,Utilities Closing Quotations,2448.96
1984,12,1984-12-01,Paper And Forest Products Closing Quotations,2031.93
1984,12,1984-12-01,Merchandising Closing Quotations,2034.27
1984,12,1984-12-01,Financial Services Closing Quotations,1773.01
1984,12,1984-12-01,Gold And Silver Closing Quotations,2921.15
1985,1,1985-01-01,Oil And Gas Closing Quotations,3127.14
1985,1,1985-01-01,Metals And Minerals Closing Quotations,2179.26
1985,1,1985-01-01,Utilities Closing Quotations,2556.25
1985,1,1985-01-01,Paper And Forest Products Closing Quotations,2298.4
1985,1,1985-01-01,Merchandising Closing Quotations,2235.75
1985,1,1985-01-01,Financial Services Closing Quotations,1864.29
1985,1,1985-01-01,Gold And Silver Closing Quotations,3118.56
1985,2,1985-02-01,Oil And Gas Closing Quotations,3152.43
1985,2,1985-02-01,Metals And Minerals Closing Quotations,2075.28
1985,2,1985-02-01,Utilities Closing Quotations,2584.13
1985,2,1985-02-01,Paper And Forest Products Closing Quotations,2221.04
1985,2,1985-02-01,Merchandising Closing Quotations,2222.37
1985,2,1985-02-01,Financial Services Closing Quotations,1829.17
1985,2,1985-02-01,Gold And Silver Closing Quotations,3090.86
1985,3,1985-03-01,Oil And Gas Closing Quotations,3479.77
1985,3,1985-03-01,Metals And Minerals Closing Quotations,2020.21
1985,3,1985-03-01,Utilities Closing Quotations,2664.54
1985,3,1985-03-01,Paper And Forest Products Closing Quotations,2104.87
1985,3,1985-03-01,Merchandising Closing Quotations,2188.4
1985,3,1985-03-01,Financial Services Closing Quotations,1761.4
1985,3,1985-03-01,Gold And Silver Closing Quotations,3750.18
1985,4,1985-04-01,Oil And Gas Closing Quotations,3544.47
1985,4,1985-04-01,Metals And Minerals Closing Quotations,2010.64
1985,4,1985-04-01,Utilities Closing Quotations,2670.05
1985,4,1985-04-01,Paper And Forest Products Closing Quotations,2053.11
1985,4,1985-04-01,Merchandising Closing Quotations,2266.73
1985,4,1985-04-01,Financial Services Closing Quotations,1853.62
1985,4,1985-04-01,Gold And Silver Closing Quotations,3733.92
1985,5,1985-05-01,Oil And Gas Closing Quotations,3452.99
1985,5,1985-05-01,Metals And Minerals Closing Quotations,1984.74
1985,5,1985-05-01,Utilities Closing Quotations,2906.31
1985,5,1985-05-01,Paper And Forest Products Closing Quotations,2084.72
1985,5,1985-05-01,Merchandising Closing Quotations,2477.17
1985,5,1985-05-01,Financial Services Closing Quotations,1950.69
1985,5,1985-05-01,Gold And Silver Closing Quotations,3697.82
1985,6,1985-06-01,Oil And Gas Closing Quotations,3207.16
1985,6,1985-06-01,Metals And Minerals Closing Quotations,1897.74
1985,6,1985-06-01,Utilities Closing Quotations,2944.51
1985,6,1985-06-01,Paper And Forest Products Closing Quotations,2049.4
1985,6,1985-06-01,Merchandising Closing Quotations,2603.71
1985,6,1985-06-01,Financial Services Closing Quotations,2005.07
1985,6,1985-06-01,Gold And Silver Closing Quotations,3647.66
1985,7,1985-07-01,Oil And Gas Closing Quotations,3189.27
1985,7,1985-07-01,Metals And Minerals Closing Quotations,2095.96
1985,7,1985-07-01,Utilities Closing Quotations,2867.51
1985,7,1985-07-01,Paper And Forest Products Closing Quotations,2166.62
1985,7,1985-07-01,Merchandising Closing Quotations,2700.83
1985,7,1985-07-01,Financial Services Closing Quotations,2015.32
1985,7,1985-07-01,Gold And Silver Closing Quotations,4395.47
1985,8,1985-08-01,Oil And Gas Closing Quotations,3467.33
1985,8,1985-08-01,Metals And Minerals Closing Quotations,2115.37
1985,8,1985-08-01,Utilities Closing Quotations,2931.09
1985,8,1985-08-01,Paper And Forest Products Closing Quotations,2080.59
1985,8,1985-08-01,Merchandising Closing Quotations,2695.19
1985,8,1985-08-01,Financial Services Closing Quotations,2105.77
1985,8,1985-08-01,Gold And Silver Closing Quotations,4691.34
1985,9,1985-09-01,Oil And Gas Closing Quotations,3258.25
1985,9,1985-09-01,Metals And Minerals Closing Quotations,1883.64
1985,9,1985-09-01,Utilities Closing Quotations,2768.07
1985,9,1985-09-01,Paper And Forest Products Closing Quotations,1879.8
1985,9,1985-09-01,Merchandising Closing Quotations,2619.49
1985,9,1985-09-01,Financial Services Closing Quotations,1963.53
1985,9,1985-09-01,Gold And Silver Closing Quotations,4180.81
1985,10,1985-10-01,Oil And Gas Closing Quotations,3196.69
1985,10,1985-10-01,Metals And Minerals Closing Quotations,1740.82
1985,10,1985-10-01,Utilities Closing Quotations,2817.18
1985,10,1985-10-01,Paper And Forest Products Closing Quotations,1942.23
1985,10,1985-10-01,Merchandising Closing Quotations,2789.12
1985,10,1985-10-01,Financial Services Closing Quotations,2068.69
1985,10,1985-10-01,Gold And Silver Closing Quotations,4141.76
1985,11,1985-11-01,Oil And Gas Closing Quotations,3443.2
1985,11,1985-11-01,Metals And Minerals Closing Quotations,1929.92
1985,11,1985-11-01,Utilities Closing Quotations,2927.79
1985,11,1985-11-01,Paper And Forest Products Closing Quotations,2071.34
1985,11,1985-11-01,Merchandising Closing Quotations,2961.38
1985,11,1985-11-01,Financial Services Closing Quotations,2227.66
1985,11,1985-11-01,Gold And Silver Closing Quotations,4419.09
1985,12,1985-12-01,Oil And Gas Closing Quotations,3297.84
1985,12,1985-12-01,Metals And Minerals Closing Quotations,2079.42
1985,12,1985-12-01,Utilities Closing Quotations,2893.49
1985,12,1985-12-01,Paper And Forest Products Closing Quotations,2350.31
1985,12,1985-12-01,Merchandising Closing Quotations,3113.17
1985,12,1985-12-01,Financial Services Closing Quotations,2241.01
1985,12,1985-12-01,Gold And Silver Closing Quotations,4449.09
1986,1,1986-01-01,Oil And Gas Closing Quotations,2998.36
1986,1,1986-01-01,Metals And Minerals Closing Quotations,2268.81
1986,1,1986-01-01,Utilities Closing Quotations,2656.32
1986,1,1986-01-01,Paper And Forest Products Closing Quotations,2529.6
1986,1,1986-01-01,Merchandising Closing Quotations,3193.99
1986,1,1986-01-01,Financial Services Closing Quotations,2134.43
1986,1,1986-01-01,Gold And Silver Closing Quotations,4805.81
1986,2,1986-02-01,Oil And Gas Closing Quotations,2728.56
1986,2,1986-02-01,Metals And Minerals Closing Quotations,2250.05
1986,2,1986-02-01,Utilities Closing Quotations,2659.83
1986,2,1986-02-01,Paper And Forest Products Closing Quotations,2840.32
1986,2,1986-02-01,Merchandising Closing Quotations,3401.59
1986,2,1986-02-01,Financial Services Closing Quotations,2036.9
1986,2,1986-02-01,Gold And Silver Closing Quotations,4426.93
1986,3,1986-03-01,Oil And Gas Closing Quotations,2795.75
1986,3,1986-03-01,Metals And Minerals Closing Quotations,2337.83
1986,3,1986-03-01,Utilities Closing Quotations,2753.43
1986,3,1986-03-01,Paper And Forest Products Closing Quotations,3113.89
1986,3,1986-03-01,Merchandising Closing Quotations,3659.35
1986,3,1986-03-01,Financial Services Closing Quotations,2246.34
1986,3,1986-03-01,Gold And Silver Closing Quotations,4056.85
