year,month,date,series,value
1961,6,1961-06-01,Paper And Forest Products Closing Quotations,941.88
1961,6,1961-06-01,Merchandising Closing Quotations,486.69
1961,6,1961-06-01,Financial Services Closing Quotations,522.45
1961,6,1961-06-01,Gold And Silver Closing Quotations,302.4
1961,7,1961-07-01,Oil And Gas Closing Quotations,408.16
1961,7,1961-07-01,Metals And Minerals Closing Quotations,960.88
1961,7,1961-07-01,Utilities Closing Quotations,1102.17
1961,7,1961-07-01,Paper And Forest Products Closing Quotations,930.13
1961,7,1961-07-01,Merchandising Closing Quotations,489.58
1961,7,1961-07-01,Financial Services Closing Quotations,536.76
1961,7,1961-07-01,Gold And Silver Closing Quotations,336.18
1961,8,1961-08-01,Oil And Gas Closing Quotations,427.38
1961,8,1961-08-01,Metals And Minerals Closing Quotations,953.59
1961,8,1961-08-01,Utilities Closing Quotations,1106.9
1961,8,1961-08-01,Paper And Forest Products Closing Quotations,950.39
1961,8,1961-08-01,Merchandising Closing Quotations,505.35
1961,8,1961-08-01,Financial Services Closing Quotations,548.64
1961,8,1961-08-01,Gold And Silver Closing Quotations,355.01
1961,9,1961-09-01,Oil And Gas Closing Quotations,423.43
1961,9,1961-09-01,Metals And Minerals Closing Quotations,924.11
1961,9,1961-09-01,Utilities Closing Quotations,1120.33
1961,9,1961-09-01,Paper And Forest Products Closing Quotations,926.68
1961,9,1961-09-01,Merchandising Closing Quotations,488.1
1961,9,1961-09-01,Financial Services Closing Quotations,537.8
1961,9,1961-09-01,Gold And Silver Closing Quotations,327.58
1961,10,1961-10-01,Oil And Gas Closing Quotations,427.97
1961,10,1961-10-01,Metals And Minerals Closing Quotations,916.81
1961,10,1961-10-01,Utilities Closing Quotations,1152.62
1961,10,1961-10-01,Paper And Forest Products Closing Quotations,941.1
1961,10,1961-10-01,Merchandising Closing Quotations,480.1
1961,10,1961-10-01,Financial Services Closing Quotations,552.86
1961,10,1961-10-01,Gold And Silver Closing Quotations,336.71
1961,11,1961-11-01,Oil And Gas Closing Quotations,457.11
1961,11,1961-11-01,Metals And Minerals Closing Quotations,933.57
1961,11,1961-11-01,Utilities Closing Quotations,1177.56
1961,11,1961-11-01,Paper And Forest Products Closing Quotations,955.46
1961,11,1961-11-01,Merchandising Closing Quotations,455.78
1961,11,1961-11-01,Financial Services Closing Quotations,582.34
1961,11,1961-11-01,Gold And Silver Closing Quotations,356.51
1961,12,1961-12-01,Oil And Gas Closing Quotations,474.04
1961,12,1961-12-01,Metals And Minerals Closing Quotations,974.93
1961,12,1961-12-01,Utilities Closing Quotations,1182.56
1961,12,1961-12-01,Paper And Forest Products Closing Quotations,950.62
1961,12,1961-12-01,Merchandising Closing Quotations,469.38
1961,12,1961-12-01,Financial Services Closing Quotations,587.48
1961,12,1961-12-01,Gold And Silver Closing Quotations,340.93
1962,1,1962-01-01,Oil And Gas Closing Quotations,470
1962,1,1962-01-01,Metals And Minerals Closing Quotations,939.45
1962,1,1962-01-01,Utilities Closing Quotations,1155.82
1962,1,1962-01-01,Paper And Forest Products Closing Quotations,937.33
1962,1,1962-01-01,Merchandising Closing Quotations,442.78
1962,1,1962-01-01,Financial Services Closing Quotations,557.43
1962,1,1962-01-01,Gold And Silver Closing Quotations,322.56
1962,2,1962-02-01,Oil And Gas Closing Quotations,479.34
1962,2,1962-02-01,Metals And Minerals Closing Quotations,914.27
1962,2,1962-02-01,Utilities Closing Quotations,1160.45
1962,2,1962-02-01,Paper And Forest Products Closing Quotations,1003.08
1962,2,1962-02-01,Merchandising Closing Quotations,451.41
1962,2,1962-02-01,Financial Services Closing Quotations,561.18
1962,2,1962-02-01,Gold And Silver Closing Quotations,321.34
1962,3,1962-03-01,Oil And Gas Closing Quotations,460.63
1962,3,1962-03-01,Metals And Minerals Closing Quotations,924.04
1962,3,1962-03-01,Utilities Closing Quotations,1152.55
1962,3,1962-03-01,Paper And Forest Products Closing Quotations,1027.29
1962,3,1962-03-01,Merchandising Closing Quotations,445.57
1962,3,1962-03-01,Financial Services Closing Quotations,556.9
1962,3,1962-03-01,Gold And Silver Closing Quotations,310.57
1962,4,1962-04-01,Oil And Gas Closing Quotations,435.68
1962,4,1962-04-01,Metals And Minerals Closing Quotations,898.89
1962,4,1962-04-01,Utilities Closing Quotations,1126.51
1962,4,1962-04-01,Paper And Forest Products Closing Quotations,1004.46
1962,4,1962-04-01,Merchandising Closing Quotations,432.67
1962,4,1962-04-01,Financial Services Closing Quotations,543.09
1962,4,1962-04-01,Gold And Silver Closing Quotations,314.26
1962,5,1962-05-01,Oil And Gas Closing Quotations,403.03
1962,5,1962-05-01,Metals And Minerals Closing Quotations,808.73
1962,5,1962-05-01,Utilities Closing Quotations,1047.89
1962,5,1962-05-01,Paper And Forest Products Closing Quotations,947.45
1962,5,1962-05-01,Merchandising Closing Quotations,400.87
1962,5,1962-05-01,Financial Services Closing Quotations,495.72
1962,5,1962-05-01,Gold And Silver Closing Quotations,345.5
1962,6,1962-06-01,Oil And Gas Closing Quotations,383.97
1962,6,1962-06-01,Metals And Minerals Closing Quotations,745.11
1962,6,1962-06-01,Utilities Closing Quotations,1010.49
1962,6,1962-06-01,Paper And Forest Products Closing Quotations,907.47
1962,6,1962-06-01,Merchandising Closing Quotations,381.99
1962,6,1962-06-01,Financial Services Closing Quotations,455.52
1962,6,1962-06-01,Gold And Silver Closing Quotations,369.25
1962,7,1962-07-01,Oil And Gas Closing Quotations,394.15
1962,7,1962-07-01,Metals And Minerals Closing Quotations,795.28
1962,7,1962-07-01,Utilities Closing Quotations,1013.38
1962,7,1962-07-01,Paper And Forest Products Closing Quotations,903.41
1962,7,1962-07-01,Merchandising Closing Quotations,376.44
1962,7,1962-07-01,Financial Services Closing Quotations,445.21
1962,7,1962-07-01,Gold And Silver Closing Quotations,355.96
1962,8,1962-08-01,Oil And Gas Closing Quotations,409.3
1962,8,1962-08-01,Metals And Minerals Closing Quotations,792.73
1962,8,1962-08-01,Utilities Closing Quotations,1041.95
1962,8,1962-08-01,Paper And Forest Products Closing Quotations,943.1
1962,8,1962-08-01,Merchandising Closing Quotations,397.42
1962,8,1962-08-01,Financial Services Closing Quotations,462.47
1962,8,1962-08-01,Gold And Silver Closing Quotations,354.01
1962,9,1962-09-01,Oil And Gas Closing Quotations,411.24
1962,9,1962-09-01,Metals And Minerals Closing Quotations,722.4
1962,9,1962-09-01,Utilities Closing Quotations,992.72
1962,9,1962-09-01,Paper And Forest Products Closing Quotations,897.21
1962,9,1962-09-01,Merchandising Closing Quotations,375.3
1962,9,1962-09-01,Financial Services Closing Quotations,453.24
1962,9,1962-09-01,Gold And Silver Closing Quotations,344.09
1962,10,1962-10-01,Oil And Gas Closing Quotations,408.56
1962,10,1962-10-01,Metals And Minerals Closing Quotations,733.89
1962,10,1962-10-01,Utilities Closing Quotations,987.27
1962,10,1962-10-01,Paper And Forest Products Closing Quotations,890.84
1962,10,1962-10-01,Merchandising Closing Quotations,374.4
1962,10,1962-10-01,Financial Services Closing Quotations,471.25
1962,10,1962-10-01,Gold And Silver Closing Quotations,331.92
1962,11,1962-11-01,Oil And Gas Closing Quotations,412.68
1962,11,1962-11-01,Metals And Minerals Closing Quotations,818.26
1962,11,1962-11-01,Utilities Closing Quotations,1031.22
1962,11,1962-11-01,Paper And Forest Products Closing Quotations,934.74
1962,11,1962-11-01,Merchandising Closing Quotations,417.47
1962,11,1962-11-01,Financial Services Closing Quotations,513.17
1962,11,1962-11-01,Gold And Silver Closing Quotations,321.02
1962,12,1962-12-01,Oil And Gas Closing Quotations,410.09
1962,12,1962-12-01,Metals And Minerals Closing Quotations,801.54
1962,12,1962-12-01,Utilities Closing Quotations,1071.15
1962,12,1962-12-01,Paper And Forest Products Closing Quotations,916.45
1962,12,1962-12-01,Merchandising Closing Quotations,420.97
1962,12,1962-12-01,Financial Services Closing Quotations,521.83
1962,12,1962-12-01,Gold And Silver Closing Quotations,308.3
1963,1,1963-01-01,Oil And Gas Closing Quotations,416.47
1963,1,1963-01-01,Metals And Minerals Closing Quotations,855.9
1963,1,1963-01-01,Utilities Closing Quotations,1104.88
1963,1,1963-01-01,Paper And Forest Products Closing Quotations,1002.21
1963,1,1963-01-01,Merchandising Closing Quotations,433.33
1963,1,1963-01-01,Financial Services Closing Quotations,533.17
1963,1,1963-01-01,Gold And Silver Closing Quotations,350.71
1963,2,1963-02-01,Oil And Gas Closing Quotations,404.65
1963,2,1963-02-01,Metals And Minerals Closing Quotations,802.44
1963,2,1963-02-01,Utilities Closing Quotations,1089.26
1963,2,1963-02-01,Paper And Forest Products Closing Quotations,994.73
1963,2,1963-02-01,Merchandising Closing Quotations,417.95
1963,2,1963-02-01,Financial Services Closing Quotations,506.78
1963,2,1963-02-01,Gold And Silver Closing Quotations,346.73
1963,3,1963-03-01,Oil And Gas Closing Quotations,416.14
1963,3,1963-03-01,Metals And Minerals Closing Quotations,827.78
1963,3,1963-03-01,Utilities Closing Quotations,1124.21
1963,3,1963-03-01,Paper And Forest Products Closing Quotations,1029.32
1963,3,1963-03-01,Merchandising Closing Quotations,420.73
1963,3,1963-03-01,Financial Services Closing Quotations,520.98
1963,3,1963-03-01,Gold And Silver Closing Quotations,362.71
1963,4,1963-04-01,Oil And Gas Closing Quotations,421.97
1963,4,1963-04-01,Metals And Minerals Closing Quotations,889.73
1963,4,1963-04-01,Utilities Closing Quotations,1163.06
1963,4,1963-04-01,Paper And Forest Products Closing Quotations,1089.9
1963,4,1963-04-01,Merchandising Closing Quotations,456.35
1963,4,1963-04-01,Financial Services Closing Quotations,544.6
1963,4,1963-04-01,Gold And Silver Closing Quotations,336.9
1963,5,1963-05-01,Oil And Gas Closing Quotations,442.61
1963,5,1963-05-01,Metals And Minerals Closing Quotations,895.25
1963,5,1963-05-01,Utilities Closing Quotations,1176.41
1963,5,1963-05-01,Paper And Forest Products Closing Quotations,1089.75
1963,5,1963-05-01,Merchandising Closing Quotations,478.09
1963,5,1963-05-01,Financial Services Closing Quotations,538.16
1963,5,1963-05-01,Gold And Silver Closing Quotations,345.71
1963,6,1963-06-01,Oil And Gas Closing Quotations,408.67
1963,6,1963-06-01,Metals And Minerals Closing Quotations,864.74
1963,6,1963-06-01,Utilities Closing Quotations,1138.12
1963,6,1963-06-01,Paper And Forest Products Closing Quotations,1052.43
1963,6,1963-06-01,Merchandising Closing Quotations,456.61
1963,6,1963-06-01,Financial Services Closing Quotations,526.6
1963,6,1963-06-01,Gold And Silver Closing Quotations,353.92
1963,7,1963-07-01,Oil And Gas Closing Quotations,410.19
1963,7,1963-07-01,Metals And Minerals Closing Quotations,826.71
1963,7,1963-07-01,Utilities Closing Quotations,1112.54
1963,7,1963-07-01,Paper And Forest Products Closing Quotations,1036.87
1963,7,1963-07-01,Merchandising Closing Quotations,443.77
1963,7,1963-07-01,Financial Services Closing Quotations,507.89
1963,7,1963-07-01,Gold And Silver Closing Quotations,361.63
1963,8,1963-08-01,Oil And Gas Closing Quotations,411.86
1963,8,1963-08-01,Metals And Minerals Closing Quotations,850.19
1963,8,1963-08-01,Utilities Closing Quotations,1107.55
1963,8,1963-08-01,Paper And Forest Products Closing Quotations,1038.22
1963,8,1963-08-01,Merchandising Closing Quotations,437.91
1963,8,1963-08-01,Financial Services Closing Quotations,505.09
1963,8,1963-08-01,Gold And Silver Closing Quotations,380.41
1963,9,1963-09-01,Oil And Gas Closing Quotations,426.23
1963,9,1963-09-01,Metals And Minerals Closing Quotations,875.67
1963,9,1963-09-01,Utilities Closing Quotations,1112.89
1963,9,1963-09-01,Paper And Forest Products Closing Quotations,1086.14
1963,9,1963-09-01,Merchandising Closing Quotations,464.31
1963,9,1963-09-01,Financial Services Closing Quotations,509.58
1963,9,1963-09-01,Gold And Silver Closing Quotations,364.97
1963,10,1963-10-01,Oil And Gas Closing Quotations,426.08
1963,10,1963-10-01,Metals And Minerals Closing Quotations,870.06
1963,10,1963-10-01,Utilities Closing Quotations,1120.83
1963,10,1963-10-01,Paper And Forest Products Closing Quotations,1114.7
1963,10,1963-10-01,Merchandising Closing Quotations,471.93
1963,10,1963-10-01,Financial Services Closing Quotations,511.38
1963,10,1963-10-01,Gold And Silver Closing Quotations,331.31
1963,11,1963-11-01,Oil And Gas Closing Quotations,420.99
1963,11,1963-11-01,Metals And Minerals Closing Quotations,865.01
1963,11,1963-11-01,Utilities Closing Quotations,1115.62
1963,11,1963-11-01,Paper And Forest Products Closing Quotations,1108.4
1963,11,1963-11-01,Merchandising Closing Quotations,461.13
1963,11,1963-11-01,Financial Services Closing Quotations,506.8
1963,11,1963-11-01,Gold And Silver Closing Quotations,320.25
1963,12,1963-12-01,Oil And Gas Closing Quotations,425.27
1963,12,1963-12-01,Metals And Minerals Closing Quotations,923.54
1963,12,1963-12-01,Utilities Closing Quotations,1118.17
1963,12,1963-12-01,Paper And Forest Products Closing Quotations,1152.58
1963,12,1963-12-01,Merchandising Closing Quotations,482.28
1963,12,1963-12-01,Financial Services Closing Quotations,516.58
1963,12,1963-12-01,Gold And Silver Closing Quotations,333.92
1964,1,1964-01-01,Oil And Gas Closing Quotations,442.64
1964,1,1964-01-01,Metals And Minerals Closing Quotations,981.34
1964,1,1964-01-01,Utilities Closing Quotations,1131.07
1964,1,1964-01-01,Paper And Forest Products Closing Quotations,1178.72
1964,1,1964-01-01,Merchandising Closing Quotations,499.4
1964,1,1964-01-01,Financial Services Closing Quotations,515.71
1964,1,1964-01-01,Gold And Silver Closing Quotations,319.72
1964,2,1964-02-01,Oil And Gas Closing Quotations,435.78
1964,2,1964-02-01,Metals And Minerals Closing Quotations,973.03
1964,2,1964-02-01,Utilities Closing Quotations,1120.34
1964,2,1964-02-01,Paper And Forest Products Closing Quotations,1179.07
1964,2,1964-02-01,Merchandising Closing Quotations,494.59
1964,2,1964-02-01,Financial Services Closing Quotations,503.98
1964,2,1964-02-01,Gold And Silver Closing Quotations,339.26
1964,3,1964-03-01,Oil And Gas Closing Quotations,460.35
1964,3,1964-03-01,Metals And Minerals Closing Quotations,1040.77
1964,3,1964-03-01,Utilities Closing Quotations,1092.26
1964,3,1964-03-01,Paper And Forest Products Closing Quotations,1221.26
1964,3,1964-03-01,Merchandising Closing Quotations,527.91
1964,3,1964-03-01,Financial Services Closing Quotations,501.93
1964,3,1964-03-01,Gold And Silver Closing Quotations,344.89
1964,4,1964-04-01,Oil And Gas Closing Quotations,483.97
1964,4,1964-04-01,Metals And Minerals Closing Quotations,1063.31
1964,4,1964-04-01,Utilities Closing Quotations,1107.97
1964,4,1964-04-01,Paper And Forest Products Closing Quotations,1307.29
1964,4,1964-04-01,Merchandising Closing Quotations,544.23
1964,4,1964-04-01,Financial Services Closing Quotations,518.83
1964,4,1964-04-01,Gold And Silver Closing Quotations,338.02
1964,5,1964-05-01,Oil And Gas Closing Quotations,504.54
1964,5,1964-05-01,Metals And Minerals Closing Quotations,1074.89
1964,5,1964-05-01,Utilities Closing Quotations,1169.41
1964,5,1964-05-01,Paper And Forest Products Closing Quotations,1331.02
1964,5,1964-05-01,Merchandising Closing Quotations,562.35
1964,5,1964-05-01,Financial Services Closing Quotations,527.64
1964,5,1964-05-01,Gold And Silver Closing Quotations,348.23
1964,6,1964-06-01,Oil And Gas Closing Quotations,496.4
1964,6,1964-06-01,Metals And Minerals Closing Quotations,1056.69
1964,6,1964-06-01,Utilities Closing Quotations,1178.32
1964,6,1964-06-01,Paper And Forest Products Closing Quotations,1342.89
1964,6,1964-06-01,Merchandising Closing Quotations,561.27
1964,6,1964-06-01,Financial Services Closing Quotations,524.29
1964,6,1964-06-01,Gold And Silver Closing Quotations,341.59
1964,7,1964-07-01,Oil And Gas Closing Quotations,506.44
1964,7,1964-07-01,Metals And Minerals Closing Quotations,1062.94
1964,7,1964-07-01,Utilities Closing Quotations,1195.95
1964,7,1964-07-01,Paper And Forest Products Closing Quotations,1363.64
1964,7,1964-07-01,Merchandising Closing Quotations,582.38
1964,7,1964-07-01,Financial Services Closing Quotations,548.27
1964,7,1964-07-01,Gold And Silver Closing Quotations,356.95
1964,8,1964-08-01,Oil And Gas Closing Quotations,506.85
1964,8,1964-08-01,Metals And Minerals Closing Quotations,1057.55
1964,8,1964-08-01,Utilities Closing Quotations,1199.08
1964,8,1964-08-01,Paper And Forest Products Closing Quotations,1375.92
1964,8,1964-08-01,Merchandising Closing Quotations,582.93
1964,8,1964-08-01,Financial Services Closing Quotations,546.21
1964,8,1964-08-01,Gold And Silver Closing Quotations,353.84
1964,9,1964-09-01,Oil And Gas Closing Quotations,514.02
1964,9,1964-09-01,Metals And Minerals Closing Quotations,1139.88
1964,9,1964-09-01,Utilities Closing Quotations,1209.73
1964,9,1964-09-01,Paper And Forest Products Closing Quotations,1438.13
1964,9,1964-09-01,Merchandising Closing Quotations,612.98
1964,9,1964-09-01,Financial Services Closing Quotations,547.02
1964,9,1964-09-01,Gold And Silver Closing Quotations,394.5
1964,10,1964-10-01,Oil And Gas Closing Quotations,519.87
1964,10,1964-10-01,Metals And Minerals Closing Quotations,1147.3
1964,10,1964-10-01,Utilities Closing Quotations,1245.48
1964,10,1964-10-01,Paper And Forest Products Closing Quotations,1428.21
